nachforderung;feature_0;feature_1;feature_2;feature_3;feature_4;feature_5;feature_6;feature_7;feature_8;feature_9;feature_10;feature_11;feature_12;feature_13;feature_14;feature_15;feature_16;feature_17;feature_18;feature_19;feature_20;feature_21;feature_22;feature_23;feature_24;feature_25;feature_26;feature_27;feature_28;feature_29;feature_30;feature_31;feature_32;feature_33;feature_34;feature_35;feature_36;feature_37;feature_38;feature_39;feature_40;feature_41;feature_42;feature_43;feature_44;feature_45;feature_46;feature_47;feature_48;feature_49 
0;2;32,2;355,2203794;426,13;366;0;4;0;1;0;0;0;0;0;1;2;0;100;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,48
0;2;-0,88;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;100;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,06
0;18;-28,64;494,0602401;515,3288776;673;0;0;0;1;0;0;0;0;1;1;0;1;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,46
0;6;28,21;2020,974932;669,29875;285;0;5;0;1;1;0;0;1;0;0;0;0;100;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0,68
0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1,09
0;90;0,66;283,5579766;280,7436588;4667;2;3;0;1;1;0;0;0;0;1;4;0;100;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0,67
0;21;0;231,5749471;235,4363721;4220;1;0;0;1;1;0;0;1;0;1;2;0;100;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,26
0;6;4,05;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,77
0;12;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1,88
521,3;45;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11,95
0;14;0;1864,899925;1756,924072;7737;0;0;0;1;0;0;0;0;0;1;3;3;100;0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8
0;6;2,75;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,65
0;4;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1,78
372,85;22;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,26
0;2;4,5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1,72
0;4;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;100;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,19
0;39;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05
0;7;0;59,75590772;66,05047619;997;0;0;0;1;0;1;0;1;0;0;1;2;100;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,28
0;2;0,95;-0,042222222;0,189565217;522;0;0;0;1;0;0;0;0;0;0;2;0;100;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,35
0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,68
5429,84;70;11,88;0;0;0;1;5;0;0;0;0;0;1;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;78,38
0;4;0;22,64481775;2,823934426;1262;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,89
0;1;7,13;0;0;0;0;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1,21
48,91;10;0;198,1539413;201,716422;2829;1;0;0;1;0;0;0;0;0;1;1;3;100;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6,87
0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,54
0;6;0;181,2044714;169,4580769;700;0;0;0;1;0;0;0;0;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,41
0;14;3,96;76,78924782;29,79881356;1026;0;3;0;1;0;0;0;1;0;1;1;0;100;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0,94
0;11;2,52;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;100;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,62
0;82;-28,33;0;0;0;2;4;0;0;0;1;0;1;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,43
0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,73
0;58;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94
0;11;0;0;0;0;0;4;0;1;0;0;0;1;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,76
182,05;14;13,65;314,9669584;277,6601802;1342;0;4;0;0;1;0;0;0;0;1;1;0;100;0;2;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;14,07
0;9;0;140,8353716;166,0528729;1458;0;0;0;1;0;0;0;0;0;1;1;1;100;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,47
0;2;0;0;0;190;0;0;0;1;0;0;0;0;0;0;3;0;100;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0,31
0;17;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,92
0;14;4,5;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,78
663,22;37;4,05;558,0093984;718,9455869;4780;0;3;0;0;0;0;0;1;0;0;1;3;100;1;0;0;0;1;1;0;0;0,25;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,6
0;4;0;259,5440685;275,9449038;1154;0;0;0;1;0;0;0;1;0;1;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,28
0;21;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,28
0;6;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;100;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0,14
0;2;32;533,8517315;363,334125;1837;0;4;0;1;1;1;0;0;0;0;2;1;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,22
0;4;1,74;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;100;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,91
15446,15;27;33,05;0;0;0;0;7;0;0;0;1;0;0;1;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;573,71
0;4;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;100;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,4
0;2;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0,33
0;12;1,05;166,5097622;148,4307407;3607;1;6;0;0;0;0;0;0;0;1;1;0;100;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0,7
0;2;0;57,97987739;42,4610101;3915;0;0;0;1;1;0;0;1;0;0;2;1;100;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0,34
216,24;14;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,2
0;14;8,1;238,5312465;234,0784722;2781;0;3;0;1;0;0;0;0;0;1;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,98
0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;100;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,54
176,65;37;0;171,0063394;278,7707667;2434;0;0;0;1;0;0;0;0;0;0;1;0;100;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,34
0;42;0;644,9874082;548,893834;7809;1;0;0;0;1;1;0;0;0;1;3;1;100;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47
0;4;4,05;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,76
0;4;4,5;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,23
0;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,87
286,04;30;4,05;551,4760994;638,617444;8010;0;4;0;0;0;0;0;0;1;1;2;3;100;0;3;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,45
0;2;1,85;145,3180888;165,8798693;1392;0;3;0;1;0;1;0;1;0;1;2;1;100;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1,77
0;94;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37
0;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;100;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,09
0;7;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37
0;24;0;354,5924899;402,2831548;1991;0;1;0;1;1;1;1;0;0;1;1;0;100;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,04
0;21;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13
0;66;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;100;0;0;0;0;1;1;0;0;0,25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,66
0;2;0;0;0;69;0;0;0;1;0;1;0;1;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,26
0;14;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,52
0;6;0;374,9307528;289,7679874;1830;0;0;0;1;0;0;0;1;0;1;1;3;100;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94
0;13;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,58
609,79;73;0,66;872,3609135;773,104446;8084;1;5;0;0;1;1;0;0;0;1;4;1;100;0;3;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;9,84
0;21;1,85;566,5142018;533,9738544;3778;2;5;0;0;0;1;0;0;0;1;1;1;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,91
0;4;0;466,6291199;377,5536986;692;0;5;0;0;1;0;0;1;0;1;2;1;100;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0,97
10;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,88
190,66;16;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;100;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,64
0;24;-250,19;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08
0;4;0;350,2360738;383,7407438;1518;0;0;0;1;0;0;0;1;0;1;2;0;100;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,05
0;33;20,64;1410,28743;1377,182401;2406;0;8;0;0;0;0;0;1;0;1;1;2;100;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465;0;0,81
0;10;0,39;149,3262809;150,6886392;1261;0;2;0;0;0;1;0;1;0;1;1;3;100;0;2;0;0;1;2;0;0;0,2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,93
4271,1;26;0;2965,894789;2652,766323;1698;0;0;0;0;0;0;0;1;0;0;1;2;100;0;2;0;0;1;2;0;0;0,2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;164,73
0;13;-0,51;641,2254078;891,9486557;3802;0;1;0;1;0;0;0;0;0;1;1;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2
0;26;0;234,292981;219,5504015;3217;0;0;0;1;0;0;0;0;0;1;1;0;100;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,78
0;46;3,52;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,73
0;4;0;6,608219178;0,428095238;206;0;0;0;1;0;0;0;1;0;0;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14
0;14;0;726,3149329;563,051106;2674;0;0;0;1;0;0;0;0;0;1;1;2;100;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,32
3599,47;34;0,01;0;0;0;2;4;0;1;0;0;0;1;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106,15
2690,8;28;-71,48;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96,17
0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;100;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,58
0;92;5,72;409,7040756;511,1035047;29800;0;1;0;0;0;1;0;0;1;1;5;2;100;0;3;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,7
0;13;0;1,730837989;0;537;0;0;0;1;0;0;0;0;0;1;1;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2
0;9;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,48
0;83;-47,91;0;0;0;2;1;0;0;1;0;0;1;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1,88
0;2;0;10,46538382;8,248051948;964;0;0;0;1;0;0;0;0;0;0;1;1;100;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1,62
0;2;0;13,25280702;0;55;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,81
0;15;0;85,99078901;68,61217523;1894;0;0;0;1;0;1;0;1;0;0;1;0;100;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18
1220;35;1,72;1197,493887;995,3263089;3764;0;6;0;0;0;0;0;1;0;0;1;3;100;0;2;0;0;1;1;0;0;0,25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,79
0;7;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6
0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;100;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,84
0;10;3,97;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,59
0;4;9,43;0;0;0;0;3;0;1;0;0;0;1;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5
0;22;0;320,3594906;295,7607266;2901;0;0;0;1;1;0;0;1;0;0;1;2;100;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0,21
0;31;0;420,9309215;343,501;2857;0;1;0;0;0;1;0;0;1;1;1;1;100;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,63
0;35;4,05;842,2080112;1523,656429;890;0;1;0;0;0;0;0;0;0;1;0;1;100;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,11
0;8;4,41;39,20095216;10,82583851;2132;0;5;0;1;0;1;0;0;0;0;1;2;100;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,86
577,08;33;0,47;537,0073008;567,7594483;2713;1;7;0;0;0;1;0;1;1;1;1;0;100;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;18,4
0;6;0;63,56249805;102,0192823;2558;0;0;0;1;0;0;0;0;0;1;2;0;100;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,73
0;38;11,4;287,0355343;246,4500543;3342;0;6;0;0;0;0;0;0;0;0;3;3;100;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,49
0;30;9,72;222,044839;177,1688328;371;2;3;0;1;1;1;0;1;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1,96
0;6;0;98,42118448;105,5081395;1866;0;0;0;0;0;0;0;0;0;0;1;2;100;0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,34
0;15;-19,13;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51
0;16;11,25;252,184769;196,4435391;2630;0;6;0;1;0;1;0;0;0;0;1;0;100;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,41
0;8;0,3;1,622537879;0;528;0;0;0;1;0;0;0;1;0;0;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,56
128,1;52;14,61;0;0;0;0;8;0;0;0;0;0;1;0;1;0;0;100;0;0;0;0;1;4;0;0;0,25;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,75
0;6;2,7;0;0;0;0;6;0;1;1;0;0;1;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0,83
600,07;41;4,05;724,9576653;0;1512;0;0;0;0;0;0;0;0;0;1;1;3;100;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,62
0;2;3,85;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;100;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,63
523,08;37;0;294,2422371;268,3125236;7641;0;0;0;0;1;1;0;0;1;0;4;3;100;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14,35
9,63;28;0;18,87534451;3,484142857;1777;0;0;0;0;1;0;0;0;0;1;1;1;100;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,6
0;6;-22,05;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,75
48,2;14;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,11
0;19;0,65;0;0;0;0;3;0;0;0;1;0;0;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,97
0;25;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02
0;8;0;123,0960606;85,08263158;1315;0;0;0;1;0;1;0;1;0;1;1;3;100;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,03
0;56;0;242,8500419;220,450139;6658;0;0;0;0;1;0;0;1;0;1;3;3;100;1;2;0;0;1;1;0;0;0,25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,67
0;9;1;0;0;0;0;5;0;1;0;0;0;0;0;1;0;0;100;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,85
0;9;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;100;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,97
0;7;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,02
